Flight,Time,Destination,Carrier,Terminal,Gate,Status,Duration
LH9290,11:25,Dulles,Lufthansa,,,Scheduled,01:50
AC5999,11:25,Dulles,Air Canada,,,Scheduled,01:50
DL0015,11:25,Atlanta,Delta Air Lines,,,Scheduled,01:50
VN3069,11:25,Atlanta,Vietnam Airlines,,,Scheduled,01:50
KL6115,11:25,Atlanta,KLM,,,Scheduled,01:50
AF3619,11:25,Atlanta,Air France,,,Scheduled,01:50
WW0761,11:25,Reykjavik,WOW Air,,,Scheduled,01:50
LH0294,11:25,Bari,Lufthansa,,,Scheduled,01:50
NH5877,11:25,Bari,ANA,,,Scheduled,01:50
LH1010,11:25,Brussels,Lufthansa,,,Scheduled,01:50
WY5018,11:25,Brussels,Oman Air,,,Scheduled,01:50
A31428,11:25,Brussels,Aegean Airlines,,,Scheduled,01:50
UA9225,11:25,Brussels,United Airlines,,,Scheduled,01:50
SN7018,11:25,Brussels,Brussels Airlines,,,Scheduled,01:50
LH1328,11:25,Agadir,Lufthansa,,,Scheduled,01:50
NH0204,11:30,Tokyo,ANA,,,Scheduled,01:50
LH4948,11:30,Tokyo,Lufthansa,,,Scheduled,01:50
DE3748,11:30,Montego Bay,Condor,,,Scheduled,01:50
TU0745,11:30,Tunis,Tunisair,,,Scheduled,01:50
LH1216,11:35,Geneva,Lufthansa,,,Scheduled,01:50
UA9018,11:35,Geneva,United Airlines,,,Scheduled,01:50
LX3665,11:35,Geneva,SWISS,,,Scheduled,01:50
AY1412,11:35,Helsinki,Finnair,,,Scheduled,01:50
AA8998,11:35,Helsinki,American Airlines,,,Scheduled,01:50
VN3692,11:35,Helsinki,Vietnam Airlines,,,Scheduled,01:50
JL6878,11:35,Helsinki,JAL,,,Scheduled,01:50
CX1423,11:35,Helsinki,Cathay Pacific,,,Scheduled,01:50
LH0990,11:35,Amsterdam,Lufthansa,,,Scheduled,01:50
AC9075,11:35,Amsterdam,Air Canada,,,Scheduled,01:50
JP9737,11:35,Amsterdam,Adria Airways,,,Scheduled,01:50
A31402,11:35,Amsterdam,Aegean Airlines,,,Scheduled,01:50
UA9028,11:35,Amsterdam,United Airlines,,,Scheduled,01:50
LH0272,11:35,Milan,Lufthansa,,,Scheduled,01:50
AC9429,11:35,Milan,Air Canada,,,Scheduled,01:50
UA8768,11:35,Milan,United Airlines,,,Scheduled,01:50
EN0272,11:35,Milan,Air Dolomiti,,,Scheduled,01:50
DE1478,11:35,Tenerife,Condor,,,Scheduled,01:50
SQ0025,11:40,Singapore,Singapore Airlines,,,Scheduled,01:50
AC6297,11:40,Singapore,Air Canada,,,Scheduled,01:50
OU5808,11:40,Singapore,Croatia Airlines,,,Scheduled,01:50
LH9762,11:40,Singapore,Lufthansa,,,Scheduled,01:50
VA5669,11:40,Singapore,Virgin Australia,,,Scheduled,01:50
A31202,11:40,Singapore,Aegean Airlines,,,Scheduled,01:50
NZ3335,11:40,Singapore,Air New Zealand,,,Scheduled,01:50
LH1332,11:40,Marrakech,Lufthansa,,,Scheduled,01:50
BA8733,11:40,London,British Airways,,,Scheduled,01:50
TP0581,11:40,Lisbon,TAP Portugal,,,Scheduled,01:50
TG7303,11:40,Lisbon,Thai Airways International,,,Scheduled,01:50
S48771,11:40,Lisbon,Azores Airlines,,,Scheduled,01:50
OU5714,11:40,Lisbon,Croatia Airlines,,,Scheduled,01:50
LY9045,11:40,Lisbon,El Al,,,Scheduled,01:50
LH6952,11:40,Lisbon,Lufthansa,,,Scheduled,01:50
EY5860,11:40,Lisbon,Etihad Airways,,,Scheduled,01:50
CA7049,11:40,Lisbon,Air China,,,Scheduled,01:50
A31750,11:40,Lisbon,Aegean Airlines,,,Scheduled,01:50
AZ0403,11:45,Rome,Alitalia,,,Scheduled,01:50
SV6224,11:45,Rome,Saudia,,,Scheduled,01:50
VN3161,11:45,Rome,Vietnam Airlines,,,Scheduled,01:50
MU8208,11:45,Rome,China Eastern Airlines,,,Scheduled,01:50
JU9318,11:45,Rome,Air Serbia,,,Scheduled,01:50
EY2803,11:45,Rome,Etihad Airways,,,Scheduled,01:50
DL6588,11:45,Rome,Delta Air Lines,,,Scheduled,01:50
CA0772,11:45,Shenzhen,Air China,,,Scheduled,01:50
LH7270,11:45,Shenzhen,Lufthansa,,,Scheduled,01:50
LH0816,11:45,Gothenburg,Lufthansa,,,Scheduled,01:50
A31420,11:45,Gothenburg,Aegean Airlines,,,Scheduled,01:50
OS7479,11:45,Gothenburg,Austrian,,,Scheduled,01:50
UA8725,11:45,Gothenburg,United Airlines,,,Scheduled,01:50
TP7502,11:45,Gothenburg,TAP Portugal,,,Scheduled,01:50
SK3618,11:45,Gothenburg,SAS,,,Scheduled,01:50
SN7071,11:45,Gothenburg,Brussels Airlines,,,Scheduled,01:50
SQ2186,11:45,Gothenburg,Singapore Airlines,,,Scheduled,01:50
AC9015,11:45,Gothenburg,Air Canada,,,Scheduled,01:50
LH0182,11:45,Berlin,Lufthansa,,,Scheduled,01:50
A31582,11:45,Berlin,Aegean Airlines,,,Scheduled,01:50
SQ2078,11:45,Berlin,Singapore Airlines,,,Scheduled,01:50
OU5466,11:45,Berlin,Croatia Airlines,,,Scheduled,01:50
UA8974,11:45,Berlin,United Airlines,,,Scheduled,01:50
TP7728,11:45,Berlin,TAP Portugal,,,Scheduled,01:50
KL1766,11:50,Amsterdam,KLM,,,Scheduled,01:50
GA9233,11:50,Amsterdam,Garuda Indonesia,,,Scheduled,01:50
MK7423,11:50,Amsterdam,Air Mauritius,,,Scheduled,01:50
MF9368,11:50,Amsterdam,Xiamen Airlines,,,Scheduled,01:50
DL9450,11:50,Amsterdam,Delta Air Lines,,,Scheduled,01:50
LH1238,11:50,Vienna,Lufthansa,,,Scheduled,01:50
SK3297,11:50,Vienna,SAS,,,Scheduled,01:50
AC9030,11:50,Vienna,Air Canada,,,Scheduled,01:50
OS7204,11:50,Vienna,Austrian,,,Scheduled,01:50
UA9076,11:50,Vienna,United Airlines,,,Scheduled,01:50
LH1148,11:50,Malaga,Lufthansa,,,Scheduled,01:50
OS7413,11:50,Malaga,Austrian,,,Scheduled,01:50
DE0030,11:50,Hurghada,Condor,,,Scheduled,01:50
SK4756,11:55,Oslo,SAS,,,Scheduled,01:50
SA7957,11:55,Oslo,South African Airways,,,Scheduled,01:50
OU5672,11:55,Oslo,Croatia Airlines,,,Scheduled,01:50
LH6280,11:55,Oslo,Lufthansa,,,Scheduled,01:50
EY7468,11:55,Oslo,Etihad Airways,,,Scheduled,01:50
LH0326,11:55,Venice,Lufthansa,,,Scheduled,01:50
UA9457,11:55,Venice,United Airlines,,,Scheduled,01:50
LG1521,11:55,Venice,Luxair,,,Scheduled,01:50
AC9172,11:55,Venice,Air Canada,,,Scheduled,01:50
BA0907,12:05,London,British Airways,,,Scheduled,01:50
JL7870,12:05,London,JAL,,,Scheduled,01:50
AA6259,12:05,London,American Airlines,,,Scheduled,01:50
OU0413,12:05,Split,Croatia Airlines,,,Scheduled,01:50
SQ2425,12:05,Split,Singapore Airlines,,,Scheduled,01:50
LO4289,12:05,Split,LOT - Polish Airlines,,,Scheduled,01:50
SK9303,12:05,Split,SAS,,,Scheduled,01:50
AI7513,12:05,Split,Air India,,,Scheduled,01:50
UA7260,12:05,Split,United Airlines,,,Scheduled,01:50
LH6004,12:05,Split,Lufthansa,,,Scheduled,01:50
OZ9379,12:05,Split,Asiana Airlines,,,Scheduled,01:50
TP6859,12:05,Split,TAP Portugal,,,Scheduled,01:50
IB8615,12:05,Madrid,Iberia,,,Scheduled,01:50
AY5565,12:05,Madrid,Finnair,,,Scheduled,01:50
AA8595,12:05,Madrid,American Airlines,,,Scheduled,01:50
X32258,12:10,Las Palmas,TUIfly,,,Scheduled,01:50
TK1588,12:10,Istanbul,Turkish Airlines,,,Scheduled,01:50
SW6588,12:10,Istanbul,Air Namibia,,,Scheduled,01:50
UA6903,12:10,Istanbul,United Airlines,,,Scheduled,01:50
LH1034,12:10,Paris,Lufthansa,,,Scheduled,01:50
UA9031,12:10,Paris,United Airlines,,,Scheduled,01:50
A31450,12:10,Paris,Aegean Airlines,,,Scheduled,01:50
LH0984,12:10,Dublin,Lufthansa,,,Scheduled,01:50
OS7221,12:10,Dublin,Austrian,,,Scheduled,01:50
LH1096,12:10,Toulouse,Lufthansa,,,Scheduled,01:50
SK3790,12:10,Toulouse,SAS,,,Scheduled,01:50
AC9338,12:10,Toulouse,Air Canada,,,Scheduled,01:50
LH1376,12:10,Gdansk,Lufthansa,,,Scheduled,01:50
UA9456,12:10,Gdansk,United Airlines,,,Scheduled,01:50
LO5380,12:10,Gdansk,LOT - Polish Airlines,,,Scheduled,01:50
AC9539,12:10,Gdansk,Air Canada,,,Scheduled,01:50
LH0838,12:10,Billund,Lufthansa,,,Scheduled,01:50
AC9561,12:10,Billund,Air Canada,,,Scheduled,01:50
TP7570,12:10,Billund,TAP Portugal,,,Scheduled,01:50
UA9533,12:10,Billund,United Airlines,,,Scheduled,01:50
LH1356,12:10,Katowice,Lufthansa,,,Scheduled,01:50
UA9382,12:10,Katowice,United Airlines,,,Scheduled,01:50
LO5360,12:10,Katowice,LOT - Polish Airlines,,,Scheduled,01:50
AC9576,12:10,Katowice,Air Canada,,,Scheduled,01:50
SK2636,12:15,Stockholm,SAS,,,Scheduled,01:50
AC9971,12:15,Stockholm,Air Canada,,,Scheduled,01:50
SA7955,12:15,Stockholm,South African Airways,,,Scheduled,01:50
OU5660,12:15,Stockholm,Croatia Airlines,,,Scheduled,01:50
LH6226,12:15,Stockholm,Lufthansa,,,Scheduled,01:50
EY5765,12:15,Stockholm,Etihad Airways,,,Scheduled,01:50
CA6842,12:15,Stockholm,Air China,,,Scheduled,01:50
LH0104,12:15,Munich,Lufthansa,,,Scheduled,01:50
UA8952,12:15,Munich,United Airlines,,,Scheduled,01:50
AC9112,12:15,Munich,Air Canada,,,Scheduled,01:50
LH0312,12:15,Florence,Lufthansa,,,Scheduled,01:50
UA8796,12:15,Florence,United Airlines,,,Scheduled,01:50
AC9656,12:15,Florence,Air Canada,,,Scheduled,01:50
IR0720,12:20,Tehran,Iran Air,,,Scheduled,01:50
LH0158,12:20,Leipzig/Halle,Lufthansa,,,Scheduled,01:50
UA9552,12:20,Leipzig/Halle,United Airlines,,,Scheduled,01:50
TP7840,12:20,Leipzig/Halle,TAP Portugal,,,Scheduled,01:50
AC9275,12:20,Leipzig/Halle,Air Canada,,,Scheduled,01:50
A31454,12:20,Leipzig/Halle,Aegean Airlines,,,Scheduled,01:50
EN8826,12:20,Verona,Air Dolomiti,,,Scheduled,01:50
UA9713,12:20,Verona,United Airlines,,,Scheduled,01:50
NH6865,12:20,Verona,ANA,,,Scheduled,01:50
LH9506,12:20,Verona,Lufthansa,,,Scheduled,01:50
LH0954,12:20,Birmingham,Lufthansa,,,Scheduled,01:50
UA8807,12:20,Birmingham,United Airlines,,,Scheduled,01:50
AC9609,12:20,Birmingham,Air Canada,,,Scheduled,01:50
LH0992,12:20,Amsterdam,Lufthansa,,,Scheduled,01:50
AC9073,12:20,Amsterdam,Air Canada,,,Scheduled,01:50
UA9163,12:20,Amsterdam,United Airlines,,,Scheduled,01:50
LH1348,12:25,Warsaw,Lufthansa,,,Scheduled,01:50
UA8890,12:25,Warsaw,United Airlines,,,Scheduled,01:50
LO5376,12:25,Warsaw,LOT - Polish Airlines,,,Scheduled,01:50
LG1489,12:25,Warsaw,Luxair,,,Scheduled,01:50
AC9080,12:25,Warsaw,Air Canada,,,Scheduled,01:50
A31472,12:25,Warsaw,Aegean Airlines,,,Scheduled,01:50
LH0300,12:25,Turin,Lufthansa,,,Scheduled,01:50
UA8790,12:25,Turin,United Airlines,,,Scheduled,01:50
LG1501,12:25,Turin,Luxair,,,Scheduled,01:50
AC9647,12:25,Turin,Air Canada,,,Scheduled,01:50
CX0038,12:25,Milan,Cathay Pacific,,,Scheduled,01:50
LH0636,12:30,Riyadh,Lufthansa,,,Scheduled,01:50
UA8749,12:30,Riyadh,United Airlines,,,Scheduled,01:50
LX4006,12:30,Riyadh,SWISS,,,Scheduled,01:50
AC9513,12:30,Riyadh,Air Canada,,,Scheduled,01:50
LH1076,12:30,Lyon,Lufthansa,,,Scheduled,01:50
AC9404,12:30,Lyon,Air Canada,,,Scheduled,01:50
UA8916,12:30,Lyon,United Airlines,,,Scheduled,01:50
SK3715,12:30,Lyon,SAS,,,Scheduled,01:50
LH0252,12:30,Milan,Lufthansa,,,Scheduled,01:50
UA9216,12:30,Milan,United Airlines,,,Scheduled,01:50
AC9308,12:30,Milan,Air Canada,,,Scheduled,01:50
LH1382,12:30,Bydgoszcz,Lufthansa,,,Scheduled,01:50
LO5522,12:30,Bydgoszcz,LOT - Polish Airlines,,,Scheduled,01:50
LH1372,12:30,Wroclaw,Lufthansa,,,Scheduled,01:50
UA9390,12:30,Wroclaw,United Airlines,,,Scheduled,01:50
LO5394,12:30,Wroclaw,LOT - Polish Airlines,,,Scheduled,01:50
AC9582,12:30,Wroclaw,Air Canada,,,Scheduled,01:50
LH0756,12:30,Mumbai,Lufthansa,,,Scheduled,01:50
UA9132,12:30,Mumbai,United Airlines,,,Scheduled,01:50
AI8756,12:30,Mumbai,Air India,,,Scheduled,01:50
AC9354,12:30,Mumbai,Air Canada,,,Scheduled,01:50
LH0828,12:30,Copenhagen,Lufthansa,,,Scheduled,01:50
UA9330,12:30,Copenhagen,United Airlines,,,Scheduled,01:50
SK3640,12:30,Copenhagen,SAS,,,Scheduled,01:50
AC9414,12:30,Copenhagen,Air Canada,,,Scheduled,01:50
A31410,12:30,Copenhagen,Aegean Airlines,,,Scheduled,01:50
LH1282,12:30,Athens,Lufthansa,,,Scheduled,01:50
UA9039,12:30,Athens,United Airlines,,,Scheduled,01:50
TP7950,12:30,Athens,TAP Portugal,,,Scheduled,01:50
LG1533,12:30,Athens,Luxair,,,Scheduled,01:50
A31832,12:30,Athens,Aegean Airlines,,,Scheduled,01:50
LH0210,12:40,Dresden,Lufthansa,,,Scheduled,01:50
UA9052,12:40,Dresden,United Airlines,,,Scheduled,01:50
TP7822,12:40,Dresden,TAP Portugal,,,Scheduled,01:50
AC9441,12:40,Dresden,Air Canada,,,Scheduled,01:50
A31416,12:40,Dresden,Aegean Airlines,,,Scheduled,01:50
OS0264,12:40,Salzburg,Austrian,,,Scheduled,01:50
LH1594,12:40,Salzburg,Lufthansa,,,Scheduled,01:50
OS0286,12:40,Innsbruck,Austrian,,,Scheduled,01:50
LH1586,12:40,Innsbruck,Lufthansa,,,Scheduled,01:50
LH0284,12:40,Bologna,Lufthansa,,,Scheduled,01:50
AC9497,12:40,Bologna,Air Canada,,,Scheduled,01:50
UA9526,12:40,Bologna,United Airlines,,,Scheduled,01:50
LG1431,12:40,Bologna,Luxair,,,Scheduled,01:50
LH1338,12:40,Budapest,Lufthansa,,,Scheduled,01:50
UA8742,12:40,Budapest,United Airlines,,,Scheduled,01:50
TP7966,12:40,Budapest,TAP Portugal,,,Scheduled,01:50
SN7143,12:40,Budapest,Brussels Airlines,,,Scheduled,01:50
SK3556,12:40,Budapest,SAS,,,Scheduled,01:50
AC9040,12:40,Budapest,Air Canada,,,Scheduled,01:50
OS0254,12:40,Graz,Austrian,,,Scheduled,01:50
LH1578,12:40,Graz,Lufthansa,,,Scheduled,01:50
LH1446,12:40,Moscow,Lufthansa,,,Scheduled,01:50
LH0754,12:45,Bengaluru,Lufthansa,,,Scheduled,01:50
UA8898,12:45,Bengaluru,United Airlines,,,Scheduled,01:50
SK3234,12:45,Bengaluru,SAS,,,Scheduled,01:50
AI8754,12:45,Bengaluru,Air India,,,Scheduled,01:50
AC9056,12:45,Bengaluru,Air Canada,,,Scheduled,01:50
CX0288,12:45,Hong Kong,Cathay Pacific,,,Scheduled,01:50
LH0184,12:45,Berlin,Lufthansa,,,Scheduled,01:50
UA8887,12:45,Berlin,United Airlines,,,Scheduled,01:50
AC9247,12:45,Berlin,Air Canada,,,Scheduled,01:50
LH1204,12:50,Basel", Switzerland/Mulhouse,Lufthansa,,,Scheduled,01:50
UA8786,12:50,Basel", Switzerland/Mulhouse,United Airlines,,,Scheduled,01:50
SK3104,12:50,Basel", Switzerland/Mulhouse,SAS,,,Scheduled,01:50
LX3913,12:50,Basel", Switzerland/Mulhouse,SWISS,,,Scheduled,01:50
AC9368,12:50,Basel", Switzerland/Mulhouse,Air Canada,,,Scheduled,01:50
LH0418,12:50,Dulles,Lufthansa,,,Scheduled,01:50
UA8827,12:50,Dulles,United Airlines,,,Scheduled,01:50
TG7710,12:50,Dulles,Thai Airways International,,,Scheduled,01:50
AI8645,12:50,Dulles,Air India,,,Scheduled,01:50
AC9449,12:50,Dulles,Air Canada,,,Scheduled,01:50
UA0059,12:50,San Francisco,United Airlines,,,Scheduled,01:50
NZ9801,12:50,San Francisco,Air New Zealand,,,Scheduled,01:50
LH9052,12:50,San Francisco,Lufthansa,,,Scheduled,01:50
AC5961,12:50,San Francisco,Air Canada,,,Scheduled,01:50
LH1306,12:50,Beirut,Lufthansa,,,Scheduled,01:50
LH1114,12:50,Madrid,Lufthansa,,,Scheduled,01:50
UA9229,12:50,Madrid,United Airlines,,,Scheduled,01:50
SK3695,12:50,Madrid,SAS,,,Scheduled,01:50
OS7461,12:50,Madrid,Austrian,,,Scheduled,01:50
AC9284,12:50,Madrid,Air Canada,,,Scheduled,01:50
OS0130,12:50,Vienna,Austrian,,,Scheduled,01:50
LH6348,12:50,Vienna,Lufthansa,,,Scheduled,01:50
LH0426,12:55,Philadelphia,Lufthansa,,,Scheduled,01:50
LX4040,12:55,Philadelphia,SWISS,,,Scheduled,01:50
UA9198,12:55,Philadelphia,United Airlines,,,Scheduled,01:50
AC9455,12:55,Philadelphia,Air Canada,,,Scheduled,01:50
LH0394,12:55,Luxembourg,Lufthansa,,,Scheduled,01:50
UA9525,12:55,Luxembourg,United Airlines,,,Scheduled,01:50
LG1904,12:55,Luxembourg,Luxair,,,Scheduled,01:50
LH0328,12:55,Venice,Lufthansa,,,Scheduled,01:50
AC9312,12:55,Venice,Air Canada,,,Scheduled,01:50
UA9086,12:55,Venice,United Airlines,,,Scheduled,01:50
LH0130,13:00,Stuttgart,Lufthansa,,,Scheduled,01:50
TP7650,13:00,Stuttgart,TAP Portugal,,,Scheduled,01:50
AC9388,13:00,Stuttgart,Air Canada,,,Scheduled,01:50
UA8782,13:00,Stuttgart,United Airlines,,,Scheduled,01:50
LH1298,13:00,Istanbul,Lufthansa,,,Scheduled,01:50
UA9126,13:00,Istanbul,United Airlines,,,Scheduled,01:50
NH5881,13:00,Istanbul,ANA,,,Scheduled,01:50
AC9439,13:00,Istanbul,Air Canada,,,Scheduled,01:50
LH0016,13:00,Hamburg,Lufthansa,,,Scheduled,01:50
UA9302,13:00,Hamburg,United Airlines,,,Scheduled,01:50
AC9244,13:00,Hamburg,Air Canada,,,Scheduled,01:50
LH0598,13:00,Addis Ababa,Lufthansa,,,Scheduled,01:50
UA9112,13:00,Addis Ababa,United Airlines,,,Scheduled,01:50
LX4042,13:00,Addis Ababa,SWISS,,,Scheduled,01:50
ET1580,13:00,Addis Ababa,Ethiopian Airlines,,,Scheduled,01:50
AC9198,13:00,Addis Ababa,Air Canada,,,Scheduled,01:50
LH0076,13:00,Dusseldorf,Lufthansa,,,Scheduled,01:50
TP7750,13:00,Dusseldorf,TAP Portugal,,,Scheduled,01:50
AC9233,13:00,Dusseldorf,Air Canada,,,Scheduled,01:50
OU5412,13:00,Dusseldorf,Croatia Airlines,,,Scheduled,01:50
UA8930,13:00,Dusseldorf,United Airlines,,,Scheduled,01:50
LH0280,13:00,Milan,Lufthansa,,,Scheduled,01:50
UA9540,13:00,Milan,United Airlines,,,Scheduled,01:50
AC9114,13:00,Milan,Air Canada,,,Scheduled,01:50
LH1190,13:05,Zurich,Lufthansa,,,Scheduled,01:50
AC9028,13:05,Zurich,Air Canada,,,Scheduled,01:50
UA9008,13:05,Zurich,United Airlines,,,Scheduled,01:50
LX3605,13:05,Zurich,SWISS,,,Scheduled,01:50
LH0862,13:05,Oslo,Lufthansa,,,Scheduled,01:50
AC9311,13:05,Oslo,Air Canada,,,Scheduled,01:50
UA9582,13:05,Oslo,United Airlines,,,Scheduled,01:50
SK3205,13:05,Oslo,SAS,,,Scheduled,01:50
A31458,13:05,Oslo,Aegean Airlines,,,Scheduled,01:50
LH0354,13:05,Bremen,Lufthansa,,,Scheduled,01:50
AC9257,13:05,Bremen,Air Canada,,,Scheduled,01:50
UA9048,13:05,Bremen,United Airlines,,,Scheduled,01:50
TP7738,13:05,Bremen,TAP Portugal,,,Scheduled,01:50
LG1441,13:05,Bremen,Luxair,,,Scheduled,01:50
LH0144,13:05,Nuremberg,Lufthansa,,,Scheduled,01:50
UA8752,13:05,Nuremberg,United Airlines,,,Scheduled,01:50
TP7782,13:05,Nuremberg,TAP Portugal,,,Scheduled,01:50
SK8552,13:05,Nuremberg,SAS,,,Scheduled,01:50
AC9268,13:05,Nuremberg,Air Canada,,,Scheduled,01:50
LH1396,13:05,Prague,Lufthansa,,,Scheduled,01:50
LG1481,13:05,Prague,Luxair,,,Scheduled,01:50
AC9060,13:05,Prague,Air Canada,,,Scheduled,01:50
UA8733,13:05,Prague,United Airlines,,,Scheduled,01:50
TP7928,13:05,Prague,TAP Portugal,,,Scheduled,01:50
LH1218,13:10,Geneva,Lufthansa,,,Scheduled,01:50
UA9020,13:10,Geneva,United Airlines,,,Scheduled,01:50
LX3667,13:10,Geneva,SWISS,,,Scheduled,01:50
AC9292,13:10,Geneva,Air Canada,,,Scheduled,01:50
LH0938,13:10,Manchester,Lufthansa,,,Scheduled,01:50
UA9370,13:10,Manchester,United Airlines,,,Scheduled,01:50
OS7335,13:10,Manchester,Austrian,,,Scheduled,01:50
LH0372,13:10,Friedrichshafen,Lufthansa,,,Scheduled,01:50
UA9522,13:10,Friedrichshafen,United Airlines,,,Scheduled,01:50
LH1414,13:10,Zagreb,Lufthansa,,,Scheduled,01:50
UA9401,13:10,Zagreb,United Airlines,,,Scheduled,01:50
TP7994,13:10,Zagreb,TAP Portugal,,,Scheduled,01:50
SK3367,13:10,Zagreb,SAS,,,Scheduled,01:50
OU5405,13:10,Zagreb,Croatia Airlines,,,Scheduled,01:50
NH6242,13:10,Zagreb,ANA,,,Scheduled,01:50
AC9330,13:10,Zagreb,Air Canada,,,Scheduled,01:50
LH0064,13:10,Muenster,Lufthansa,,,Scheduled,01:50
UA9507,13:10,Muenster,United Airlines,,,Scheduled,01:50
TP7862,13:10,Muenster,TAP Portugal,,,Scheduled,01:50
AC9565,13:10,Muenster,Air Canada,,,Scheduled,01:50
FR2416,13:10,Venice,Ryanair,,,Scheduled,01:50
LH0106,13:15,Munich,Lufthansa,,,Scheduled,01:50
UA8954,13:15,Munich,United Airlines,,,Scheduled,01:50
AC9218,13:15,Munich,Air Canada,,,Scheduled,01:50
LH1128,13:15,Barcelona,Lufthansa,,,Scheduled,01:50
UA8719,13:15,Barcelona,United Airlines,,,Scheduled,01:50
SK3386,13:15,Barcelona,SAS,,,Scheduled,01:50
AC9288,13:15,Barcelona,Air Canada,,,Scheduled,01:50
LH1436,13:15,Saint Petersburg,Lufthansa,,,Scheduled,01:50
LH0760,13:20,Delhi,Lufthansa,,,Scheduled,01:50
UA8906,13:20,Delhi,United Airlines,,,Scheduled,01:50
AI8760,13:20,Delhi,Air India,,,Scheduled,01:50
AC9352,13:20,Delhi,Air Canada,,,Scheduled,01:50
X32272,13:20,Dusseldorf,TUIfly,,,Scheduled,01:50
LH0446,13:20,Denver,Lufthansa,,,Scheduled,01:50
